"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"31-Oct-2019","EQ","3,229.70","3,255.00","3,213.00","3,222.90","3,243.00","3,247.35","3,241.38","3,255.00","2,442.20",446046,"1,445,803,052.35",36443
"30-Oct-2019","EQ","3,199.40","3,229.40","3,173.10","3,180.75","3,228.00","3,222.90","3,213.64","3,237.35","2,442.20",572787,"1,840,730,032.65",37245
"29-Oct-2019","EQ","3,145.00","3,198.65","3,137.35","3,143.35","3,180.80","3,180.75","3,180.06","3,237.35","2,442.20",383452,"1,219,400,559.45",33709
"27-Oct-2019","EQ","3,159.00","3,173.30","3,135.15","3,129.65","3,136.00","3,143.35","3,148.76","3,237.35","2,420.00",72198,"227,334,452.10",4291
"25-Oct-2019","EQ","3,187.15","3,187.15","3,110.00","3,167.85","3,133.75","3,129.65","3,135.10","3,237.35","2,420.00",369730,"1,159,140,023.20",29691
"24-Oct-2019","EQ","3,165.00","3,201.00","3,143.45","3,162.65","3,175.00","3,167.85","3,175.92","3,237.35","2,420.00",656713,"2,085,665,186.45",58278
"23-Oct-2019","EQ","3,122.40","3,237.35","3,095.00","3,122.30","3,159.00","3,162.65","3,178.88","3,237.35","2,420.00",2111842,"6,713,282,825.80",117465
"22-Oct-2019","EQ","3,090.05","3,154.40","3,089.65","3,087.05","3,122.35","3,122.30","3,128.63","3,154.40","2,420.00",379635,"1,187,736,360.95",27720
"18-Oct-2019","EQ","3,119.00","3,119.95","3,075.00","3,111.50","3,090.00","3,087.05","3,090.84","3,149.95","2,420.00",398223,"1,230,845,165.90",29698
"17-Oct-2019","EQ","3,009.00","3,140.00","2,995.00","3,023.70","3,138.00","3,111.50","3,046.67","3,149.95","2,420.00",707480,"2,155,457,331.90",43494
"16-Oct-2019","EQ","3,035.00","3,050.00","3,015.25","3,011.95","3,022.00","3,023.70","3,033.55","3,149.95","2,420.00",572575,"1,736,932,591.70",43829
"15-Oct-2019","EQ","2,964.00","3,029.90","2,953.45","2,958.05","3,010.60","3,011.95","3,001.85","3,149.95","2,420.00",636441,"1,910,501,356.20",38503
"14-Oct-2019","EQ","2,889.10","2,975.00","2,888.00","2,898.80","2,950.00","2,958.05","2,953.60","3,149.95","2,420.00",367105,"1,084,280,316.20",27259
"11-Oct-2019","EQ","2,898.00","2,925.00","2,883.55","2,886.25","2,899.50","2,898.80","2,901.27","3,149.95","2,420.00",198610,"576,222,182.30",15473
"10-Oct-2019","EQ","2,881.00","2,932.00","2,865.00","2,891.85","2,898.00","2,886.25","2,900.10","3,149.95","2,420.00",313632,"909,565,730.40",25151
"09-Oct-2019","EQ","2,889.00","2,915.00","2,877.75","2,892.30","2,879.50","2,891.85","2,894.48","3,149.95","2,420.00",355878,"1,030,083,154.80",23178
"07-Oct-2019","EQ","2,859.90","2,900.05","2,854.95","2,863.55","2,888.90","2,892.30","2,880.69","3,149.95","2,420.00",276023,"795,137,875.60",22126
"04-Oct-2019","EQ","2,915.00","2,935.00","2,855.00","2,897.90","2,856.00","2,863.55","2,903.42","3,149.95","2,420.00",342652,"994,861,078.75",32953
"03-Oct-2019","EQ","2,915.00","2,939.70","2,882.50","2,910.00","2,883.80","2,897.90","2,906.09","3,149.95","2,420.00",292132,"848,960,577.20",47328
"01-Oct-2019","EQ","2,945.00","2,977.70","2,888.05","2,941.80","2,915.95","2,910.00","2,925.89","3,149.95","2,420.00",546876,"1,600,098,168.65",37011
"30-Sep-2019","EQ","2,960.10","2,974.95","2,902.50","2,957.50","2,928.05","2,941.80","2,935.62","3,149.95","2,420.00",384245,"1,127,997,145.75",27574
"27-Sep-2019","EQ","2,964.00","2,989.55","2,936.15","2,970.30","2,951.10","2,957.50","2,958.83","3,149.95","2,420.00",326785,"966,901,656.25",25800
"26-Sep-2019","EQ","2,942.00","2,993.00","2,935.00","2,941.00","2,969.95","2,970.30","2,968.44","3,149.95","2,420.00",647497,"1,922,054,905.05",42118
"25-Sep-2019","EQ","2,940.00","2,965.00","2,910.00","2,958.15","2,938.00","2,941.00","2,936.36","3,149.95","2,420.00",439376,"1,290,164,742.85",36217
"24-Sep-2019","EQ","3,001.00","3,005.00","2,929.20","2,995.15","2,966.95","2,958.15","2,958.75","3,149.95","2,420.00",479273,"1,418,048,003.70",45637
"23-Sep-2019","EQ","2,956.10","3,027.15","2,929.00","2,929.25","2,997.85","2,995.15","2,988.73","3,149.95","2,420.00",807027,"2,411,983,256.85",62447
"20-Sep-2019","EQ","2,730.00","3,020.10","2,725.00","2,738.85","2,928.90","2,929.25","2,908.28","3,149.95","2,420.00",1423536,"4,140,036,043.75",97729
"19-Sep-2019","EQ","2,773.00","2,776.00","2,721.45","2,777.05","2,736.30","2,738.85","2,745.73","3,149.95","2,420.00",228796,"628,212,120.20",23098
"18-Sep-2019","EQ","2,798.00","2,819.00","2,750.10","2,773.15","2,775.00","2,777.05","2,778.87","3,149.95","2,420.00",524048,"1,456,262,731.25",35511
"17-Sep-2019","EQ","2,874.80","2,875.85","2,762.55","2,874.45","2,786.00","2,773.15","2,814.72","3,149.95","2,420.00",439334,"1,236,600,349.10",35204
"16-Sep-2019","EQ","2,859.00","2,887.70","2,850.00","2,878.20","2,878.00","2,874.45","2,870.36","3,149.95","2,420.00",305963,"878,222,448.45",27963
"13-Sep-2019","EQ","2,860.00","2,889.00","2,855.00","2,852.20","2,876.00","2,878.20","2,873.47","3,149.95","2,420.00",355911,"1,022,700,365.95",24047
"12-Sep-2019","EQ","2,911.00","2,911.40","2,846.70","2,908.40","2,855.00","2,852.20","2,871.34","3,149.95","2,420.00",314580,"903,267,056.95",19575
"11-Sep-2019","EQ","2,838.90","2,920.45","2,812.00","2,817.80","2,899.00","2,908.40","2,891.31","3,149.95","2,420.00",1253636,"3,624,644,988.95",60207
"09-Sep-2019","EQ","2,809.00","2,838.55","2,797.00","2,839.35","2,810.00","2,817.80","2,816.52","3,149.95","2,420.00",471251,"1,327,289,884.00",29411
"06-Sep-2019","EQ","2,772.90","2,864.80","2,745.50","2,759.20","2,838.70","2,839.35","2,819.24","3,149.95","2,420.00",1005180,"2,833,844,857.90",46338
"05-Sep-2019","EQ","2,740.05","2,775.45","2,740.05","2,735.70","2,759.00","2,759.20","2,759.84","3,149.95","2,420.00",383992,"1,059,755,159.60",30013
"04-Sep-2019","EQ","2,774.40","2,788.45","2,725.00","2,764.20","2,737.00","2,735.70","2,748.01","3,149.95","2,420.00",340167,"934,780,844.95",22145
"03-Sep-2019","EQ","2,775.30","2,805.10","2,757.60","2,788.30","2,767.00","2,764.20","2,781.61","3,149.95","2,420.00",493182,"1,371,839,601.15",37771
"30-Aug-2019","EQ","2,766.10","2,796.90","2,726.15","2,757.80","2,787.65","2,788.30","2,761.91","3,149.95","2,420.00",391007,"1,079,925,928.10",32407
"29-Aug-2019","EQ","2,762.00","2,786.75","2,738.40","2,766.75","2,760.00","2,757.80","2,765.04","3,149.95","2,420.00",438739,"1,213,132,857.35",27687
"28-Aug-2019","EQ","2,760.00","2,813.95","2,750.55","2,766.50","2,761.75","2,766.75","2,790.67","3,149.95","2,420.00",479960,"1,339,408,758.45",26766
"27-Aug-2019","EQ","2,754.00","2,798.40","2,745.10","2,736.80","2,768.10","2,766.50","2,773.13","3,149.95","2,420.00",514940,"1,427,996,669.85",35149
"26-Aug-2019","EQ","2,794.70","2,794.70","2,686.00","2,749.15","2,744.00","2,736.80","2,722.82","3,149.95","2,420.00",577286,"1,571,848,648.15",32572
"23-Aug-2019","EQ","2,743.95","2,765.00","2,714.15","2,744.25","2,752.75","2,749.15","2,743.96","3,149.95","2,420.00",332505,"912,379,872.20",24682
"22-Aug-2019","EQ","2,762.00","2,775.00","2,731.30","2,764.80","2,748.00","2,744.25","2,753.18","3,149.95","2,420.00",428855,"1,180,713,500.85",28376
"21-Aug-2019","EQ","2,745.95","2,771.50","2,735.00","2,742.95","2,754.20","2,764.80","2,757.93","3,149.95","2,420.00",429633,"1,184,896,567.95",27174
"20-Aug-2019","EQ","2,730.00","2,768.70","2,718.55","2,725.50","2,744.25","2,742.95","2,745.66","3,149.95","2,420.00",537366,"1,475,422,681.90",34297
